Name:;Data 6/10/2024 15_08_28
Owner:;Hella
Comments:; 
Acquisition Date:;6/3/2024 10:26:00 AM
Scan List:;Scan List A
Instrument:;34980A;Address:;USB0::2391::1287::MY56482360::0::INSTR;Modules:;2;Slot9:;Computed;Slot1:;34925A
Total Channels:;13
Channel;Name;Function;Range;Resolution;AdvSettings;Scale;Gain;Offset;Label;Limit Type;Limit Setting;
1001;temp ref;Temp 4-Wire RTD;None;C;Temp 4-Wire RTD#1#0.016#Auto#0.001#C#0.00385 (DIN)#100#True;False;1;0;C; ;
1002;TEMP AMB;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1004;G In Sol;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1005;G IN P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1006;G C H;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1007;D Coil P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1008;D IN P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1009;D Coil S;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1013;G Box;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1014;D Box;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1017;V 1;DC Voltage;Auto;5.5;DC Voltage#10M#1#0.016#Auto#0.001;False;1;0;VDC; ;
1040;SHUNT4;DC Voltage;Auto;5.5;DC Voltage#10M#1#0.016#Auto#0.001;False;1;0;VDC; ;
9004;TOK4_1ohm;Ch1040 / 1;;;;False;1;0;ADC; ;

Limit Type;Integer Symbol
None;0
Below;1
Above;2
Out of Limits;3
In Limits;4
Stabilize;5
Bitwise equal;6
Bitwise not equal;7
Numeric equal;8
Numeric not equal;9
Totalizer;11
Destabilize;12

Scan  Control:;Start Action:;Immediately;Stop Action:;User Terminated
Scan Order:1001 1002 1004 1005 1006 1007 1008 1009 1013 1014 1017 1040 
Scan;Time;1001 <temp ref> (C);Limit 1001;1002 <TEMP AMB> (C);Limit 1002;1004 <G In Sol> (C);Limit 1004;1005 <G IN P> (C);Limit 1005;1006 <G C H> (C);Limit 1006;1007 <D Coil P> (C);Limit 1007;1008 <D IN P> (C);Limit 1008;1009 <D Coil S> (C);Limit 1009;1013 <G Box> (C);Limit 1013;1014 <D Box> (C);Limit 1014;1017 <V 1> (VDC);Limit 1017;1040 <SHUNT4> (VDC);Limit 1040;9004 <TOK4_1ohm> (ADC);Limit 9004
108;10.6.2024 15:10:19:907;26.124;0;51.418;0;75.832;0;81.781;0;97.853;0;98.609;0;80.795;0;88.095;0;55.708;0;54.32;0;12.95868;0;1.19138594;0;1.19138594;0
109;10.6.2024 15:10:20:907;26.124;0;51.833;0;75.921;0;81.906;0;97.889;0;98.717;0;80.903;0;88.185;0;55.762;0;54.446;0;12.95868;0;1.19132241;0;1.19132241;0
110;10.6.2024 15:10:21:908;26.128;0;51.891;0;75.943;0;82.053;0;98.09;0;98.794;0;80.835;0;88.314;0;55.964;0;54.612;0;12.958763;0;1.19225695;0;1.19225695;0
111;10.6.2024 15:10:22:907;26.124;0;52.391;0;76.082;0;82.085;0;98.015;0;98.898;0;81.136;0;88.4;0;55.96;0;54.626;0;12.958763;0;1.18749813;0;1.18749813;0
112;10.6.2024 15:10:23:907;26.126;0;52.249;0;76.192;0;82.069;0;98.16;0;99.045;0;81.227;0;88.546;0;56.016;0;54.7;0;12.95868;0;1.1882797;0;1.1882797;0
113;10.6.2024 15:10:24:907;26.124;0;52.409;0;76.28;0;82.282;0;98.32;0;99.115;0;81.351;0;88.616;0;56.14;0;54.806;0;12.959182;0;1.18998746;0;1.18998746;0
114;10.6.2024 15:10:25:907;26.124;0;52.211;0;76.351;0;82.336;0;98.356;0;99.296;0;81.458;0;88.706;0;56.212;0;54.897;0;12.959182;0;1.18930452;0;1.18930452;0
115;10.6.2024 15:10:26:908;26.124;0;51.815;0;76.387;0;82.587;0;98.591;0;99.278;0;81.315;0;88.832;0;56.374;0;55.203;0;12.959014;0;1.19144696;0;1.19144696;0
116;10.6.2024 15:10:27:907;26.126;0;52.465;0;76.514;0;82.553;0;98.575;0;99.478;0;81.532;0;88.959;0;56.322;0;55.187;0;12.959265;0;1.18963554;0;1.18963554;0
117;10.6.2024 15:10:28:907;26.126;0;52.79;0;76.64;0;82.714;0;98.737;0;99.587;0;81.693;0;89.031;0;56.412;0;55.241;0;12.959098;0;1.18875533;0;1.18875533;0
118;10.6.2024 15:10:29:907;26.126;0;52.213;0;76.712;0;82.822;0;98.737;0;99.713;0;81.801;0;89.139;0;56.485;0;55.385;0;12.959265;0;1.18792444;0;1.18792444;0
119;10.6.2024 15:10:30:907;26.124;0;52.373;0;76.835;0;82.945;0;98.952;0;99.856;0;81.978;0;89.317;0;56.591;0;55.491;0;12.959182;0;1.18766531;0;1.18766531;0
120;10.6.2024 15:10:31:907;26.122;0;52.786;0;76.994;0;83.051;0;99.041;0;99.962;0;82.012;0;89.387;0;56.643;0;55.489;0;12.959349;0;1.1901722;0;1.1901722;0
121;10.6.2024 15:10:32:907;26.126;0;52.411;0;77.16;0;82.822;0;99.225;0;99.93;0;82.231;0;89.409;0;56.773;0;55.529;0;12.959265;0;1.18944496;0;1.18944496;0
122;10.6.2024 15:10:33:907;26.124;0;52.157;0;77.14;0;83.196;0;99.115;0;100.163;0;82.121;0;89.568;0;56.789;0;55.78;0;12.959014;0;1.19111009;0;1.19111009;0
123;10.6.2024 15:10:34:907;26.124;0;52.229;0;77.265;0;83.286;0;99.332;0;100.326;0;82.265;0;89.676;0;56.951;0;55.87;0;12.959433;0;1.19092034;0;1.19092034;0
124;10.6.2024 15:10:35:907;26.124;0;52.536;0;77.373;0;83.411;0;99.494;0;100.434;0;82.265;0;89.874;0;57.041;0;55.96;0;12.959265;0;1.19075483;0;1.19075483;0
125;10.6.2024 15:10:36:907;26.126;0;52.79;0;77.464;0;83.413;0;99.424;0;100.508;0;82.41;0;89.984;0;57.115;0;56.106;0;12.959433;0;1.18898354;0;1.18898354;0
126;10.6.2024 15:10:37:907;26.124;0;53.311;0;77.552;0;83.573;0;99.531;0;100.597;0;82.569;0;90.126;0;57.131;0;56.122;0;12.959265;0;1.18721057;0;1.18721057;0
127;10.6.2024 15:10:38:907;26.122;0;53.128;0;77.729;0;83.642;0;99.655;0;100.776;0;82.693;0;90.16;0;57.22;0;56.246;0;12.959265;0;1.18991808;0;1.18991808;0
128;10.6.2024 15:10:39:907;26.124;0;53.635;0;77.856;0;83.68;0;99.766;0;100.778;0;82.802;0;90.251;0;57.24;0;56.302;0;12.959098;0;1.19108585;0;1.19108585;0
129;10.6.2024 15:10:40:908;26.124;0;53.743;0;77.856;0;83.895;0;100.073;0;100.814;0;82.766;0;90.377;0;57.564;0;56.627;0;12.959182;0;1.18961381;0;1.18961381;0
130;10.6.2024 15:10:41:907;26.126;0;53.637;0;78.002;0;83.879;0;100.002;0;101.015;0;83.001;0;90.451;0;57.476;0;56.448;0;12.959098;0;1.19146618;0;1.19146618;0
131;10.6.2024 15:10:42:907;26.124;0;54.392;0;78.107;0;83.985;0;100.181;0;101.175;0;83.125;0;90.557;0;57.564;0;56.627;0;12.959517;0;1.18976678;0;1.18976678;0
132;10.6.2024 15:10:43:907;26.122;0;54.174;0;78.267;0;84.054;0;100.288;0;101.264;0;83.212;0;90.645;0;57.688;0;56.697;0;12.959517;0;1.18732927;0;1.18732927;0
133;10.6.2024 15:10:44:907;26.126;0;53.601;0;78.306;0;84.166;0;100.4;0;101.34;0;83.377;0;90.756;0;57.782;0;56.773;0;12.959182;0;1.19138844;0;1.19138844;0
134;10.6.2024 15:10:45:907;26.119;0;53.522;0;78.335;0;84.231;0;100.484;0;101.405;0;83.371;0;90.804;0;57.901;0;56.946;0;12.959265;0;1.18901781;0;1.18901781;0
135;10.6.2024 15:10:46:907;26.124;0;53.581;0;78.501;0;84.325;0;100.561;0;101.519;0;83.537;0;90.988;0;58.033;0;56.987;0;12.959182;0;1.19114519;0;1.19114519;0
136;10.6.2024 15:10:47:907;26.124;0;54.518;0;78.627;0;84.469;0;100.76;0;101.645;0;83.698;0;91.06;0;58.105;0;57.041;0;12.959349;0;1.19064783;0;1.19064783;0
137;10.6.2024 15:10:48:907;26.122;0;54.48;0;78.715;0;84.556;0;100.776;0;101.734;0;83.804;0;91.13;0;58.229;0;57.147;0;12.959433;0;1.18947672;0;1.18947672;0
138;10.6.2024 15:10:49:907;26.124;0;54.969;0;78.806;0;84.666;0;100.886;0;101.735;0;83.895;0;91.294;0;58.303;0;57.095;0;12.959433;0;1.18851793;0;1.18851793;0
139;10.6.2024 15:10:50:907;26.124;0;54.915;0;78.949;0;84.684;0;101.031;0;101.916;0;84.021;0;91.294;0;58.393;0;57.185;0;12.959265;0;1.19113349;0;1.19113349;0
140;10.6.2024 15:10:51:907;26.124;0;55.077;0;79.039;0;84.791;0;101.103;0;101.934;0;84.11;0;91.401;0;58.429;0;57.294;0;12.959433;0;1.19025997;0;1.19025997;0
141;10.6.2024 15:10:52:907;26.122;0;54.859;0;79.216;0;84.879;0;101.227;0;102.095;0;84.269;0;91.507;0;58.553;0;57.256;0;12.959182;0;1.1899674;0;1.1899674;0
142;10.6.2024 15:10:53:907;26.124;0;54.915;0;79.272;0;84.97;0;101.374;0;102.187;0;84.379;0;91.635;0;58.663;0;57.348;0;12.959182;0;1.19075232;0;1.19075232;0
143;10.6.2024 15:10:54:908;26.126;0;54.844;0;79.381;0;85.169;0;101.683;0;102.135;0;84.273;0;91.763;0;58.864;0;57.602;0;12.959517;0;1.19112179;0;1.19112179;0
144;10.6.2024 15:10:55:907;26.124;0;55.203;0;79.469;0;85.167;0;101.573;0;102.314;0;84.54;0;91.815;0;58.862;0;57.492;0;12.958763;0;1.1873602;0;1.1873602;0
145;10.6.2024 15:10:56:907;26.13;0;54.776;0;79.529;0;85.173;0;101.687;0;102.446;0;84.654;0;91.875;0;58.922;0;57.606;0;12.95868;0;1.18977932;0;1.18977932;0
146;10.6.2024 15:10:57:907;26.13;0;55.209;0;79.618;0;85.299;0;101.814;0;102.518;0;84.761;0;92.018;0;59.03;0;57.714;0;12.959014;0;1.19108668;0;1.19108668;0
147;10.6.2024 15:10:58:907;26.124;0;55.329;0;79.666;0;85.364;0;101.862;0;102.639;0;84.899;0;92.12;0;59.15;0;57.69;0;12.958596;0;1.18794868;0;1.18794868;0
148;10.6.2024 15:10:59:907;26.126;0;55.403;0;79.794;0;85.474;0;101.936;0;102.695;0;84.972;0;92.212;0;59.206;0;57.818;0;12.958931;0;1.18980356;0;1.18980356;0
149;10.6.2024 15:11:00:907;26.126;0;55.836;0;79.883;0;85.599;0;102.045;0;102.804;0;85.08;0;92.284;0;59.296;0;57.944;0;12.958931;0;1.18909806;0;1.18909806;0
150;10.6.2024 15:11:01:907;26.122;0;55.525;0;79.951;0;85.703;0;102.077;0;102.89;0;85.183;0;92.37;0;59.436;0;57.995;0;12.959098;0;1.19162333;0;1.19162333;0
151;10.6.2024 15:11:02:907;26.124;0;55.437;0;79.989;0;85.813;0;102.187;0;103.001;0;85.275;0;92.498;0;59.546;0;58.159;0;12.959014;0;1.19224023;0;1.19224023;0
152;10.6.2024 15:11:03:909;26.124;0;55.167;0;79.828;0;85.974;0;102.458;0;103.29;0;85.167;0;92.408;0;59.835;0;58.339;0;12.958847;0;1.18883474;0;1.18883474;0
153;10.6.2024 15:11:04:907;26.122;0;55.237;0;80.184;0;86.044;0;102.438;0;103.234;0;85.47;0;92.675;0;59.743;0;58.373;0;12.959098;0;1.19038786;0;1.19038786;0
154;10.6.2024 15:11:05:907;26.124;0;56.032;0;80.383;0;86.172;0;102.567;0;103.434;0;85.562;0;92.803;0;59.799;0;58.321;0;12.958596;0;1.18865837;0;1.18865837;0
155;10.6.2024 15:11:06:907;26.122;0;56.354;0;80.435;0;86.278;0;102.637;0;103.523;0;85.649;0;92.855;0;59.887;0;58.391;0;12.958847;0;1.18904623;0;1.18904623;0
156;10.6.2024 15:11:07:907;26.124;0;56.555;0;80.508;0;86.352;0;102.693;0;103.579;0;85.795;0;92.911;0;59.961;0;58.447;0;12.958763;0;1.19138009;0;1.19138009;0
157;10.6.2024 15:11:08:907;26.126;0;56.809;0;80.528;0;86.444;0;102.858;0;103.725;0;85.833;0;93.057;0;60.053;0;58.647;0;12.958512;0;1.18724568;0;1.18724568;0
158;10.6.2024 15:11:09:907;26.124;0;56.807;0;80.634;0;86.585;0;102.838;0;103.76;0;85.885;0;93.163;0;60.123;0;58.609;0;12.958763;0;1.19019727;0;1.19019727;0
159;10.6.2024 15:11:10:907;26.124;0;56.825;0;80.598;0;86.585;0;102.82;0;103.832;0;85.974;0;93.288;0;60.267;0;58.645;0;12.959014;0;1.18925437;0;1.18925437;0
160;10.6.2024 15:11:11:907;26.126;0;56.773;0;80.797;0;86.695;0;102.984;0;103.906;0;86.066;0;93.398;0;60.287;0;58.755;0;12.958596;0;1.18836747;0;1.18836747;0
161;10.6.2024 15:11:12:907;26.128;0;57.027;0;80.871;0;86.877;0;103.077;0;104.071;0;86.176;0;93.472;0;60.325;0;58.847;0;12.958512;0;1.19110841;0;1.19110841;0
162;10.6.2024 15:11:13:908;26.128;0;56.937;0;80.942;0;87.039;0;103.294;0;104.107;0;86.014;0;93.634;0;60.524;0;59.082;0;12.959265;0;1.19002173;0;1.19002173;0
163;10.6.2024 15:11:14:907;26.128;0;57.063;0;81.068;0;87.075;0;103.294;0;104.251;0;86.338;0;93.741;0;60.559;0;59.01;0;12.959098;0;1.18708017;0;1.18708017;0
164;10.6.2024 15:11:15:907;26.124;0;57.059;0;81.189;0;87.107;0;103.344;0;104.374;0;86.46;0;93.809;0;60.556;0;59.168;0;12.958847;0;1.19102566;0;1.19102566;0
165;10.6.2024 15:11:16:907;26.122;0;56.967;0;81.295;0;87.159;0;103.414;0;104.499;0;86.476;0;93.915;0;60.625;0;59.31;0;12.959014;0;1.19218423;0;1.19218423;0
166;10.6.2024 15:11:17:907;26.124;0;57.312;0;81.297;0;87.268;0;103.561;0;104.627;0;86.603;0;94.007;0;60.681;0;59.402;0;12.959182;0;1.19167015;0;1.19167015;0
167;10.6.2024 15:11:18:907;26.124;0;57.834;0;81.386;0;87.466;0;103.723;0;104.717;0;86.639;0;94.115;0;60.789;0;59.673;0;12.959433;0;1.19109002;0;1.19109002;0
168;10.6.2024 15:11:19:907;26.126;0;57.62;0;81.478;0;87.486;0;103.762;0;104.774;0;86.767;0;94.225;0;60.916;0;59.657;0;12.959265;0;1.18995235;0;1.18995235;0
169;10.6.2024 15:11:20:907;26.126;0;57.241;0;81.568;0;87.63;0;103.816;0;104.846;0;86.857;0;94.333;0;61.006;0;59.639;0;12.959349;0;1.18949762;0;1.18949762;0
170;10.6.2024 15:11:21:907;26.124;0;57.6;0;81.601;0;87.718;0;103.886;0;105.025;0;86.981;0;94.42;0;61.04;0;59.745;0;12.959265;0;1.188105;0;1.188105;0
171;10.6.2024 15:11:22:907;26.124;0;58.051;0;81.709;0;87.807;0;104.013;0;105.025;0;87.035;0;94.528;0;61.219;0;59.799;0;12.959517;0;1.19032183;0;1.19032183;0
172;10.6.2024 15:11:23:907;26.122;0;58.139;0;81.815;0;87.841;0;104.191;0;105.203;0;87.194;0;94.58;0;61.289;0;59.959;0;12.959433;0;1.1917111;0;1.1917111;0
173;10.6.2024 15:11:24:907;26.126;0;58.034;0;81.926;0;88.007;0;104.268;0;105.298;0;87.288;0;94.728;0;61.329;0;60.017;0;12.959265;0;1.19068628;0;1.19068628;0
174;10.6.2024 15:11:25:907;26.126;0;58.161;0;82.016;0;88.043;0;104.358;0;105.37;0;87.342;0;94.764;0;61.4;0;60.071;0;12.959265;0;1.19115105;0;1.19115105;0
175;10.6.2024 15:11:26:907;26.126;0;57.998;0;82.105;0;88.133;0;104.484;0;105.478;0;87.45;0;94.89;0;61.49;0;60.215;0;12.959517;0;1.19036947;0;1.19036947;0
176;10.6.2024 15:11:27:908;26.128;0;57.928;0;82.215;0;88.422;0;104.703;0;105.444;0;87.398;0;95.017;0;61.689;0;60.415;0;12.959433;0;1.19068043;0;1.19068043;0
177;10.6.2024 15:11:28:907;26.124;0;58.321;0;82.3;0;88.347;0;104.609;0;105.639;0;87.646;0;95.049;0;61.631;0;60.357;0;12.959768;0;1.18983031;0;1.18983031;0
178;10.6.2024 15:11:29:907;26.126;0;58.521;0;82.374;0;88.366;0;104.683;0;105.786;0;87.684;0;95.159;0;61.687;0;60.486;0;12.959433;0;1.19053498;0;1.19053498;0
179;10.6.2024 15:11:30:907;26.126;0;58.809;0;82.464;0;88.474;0;104.737;0;105.804;0;87.773;0;95.249;0;61.884;0;60.575;0;12.959349;0;1.19220011;0;1.19220011;0
180;10.6.2024 15:11:31:907;26.126;0;58.647;0;82.553;0;88.582;0;104.918;0;105.858;0;87.899;0;95.321;0;62.028;0;60.683;0;12.959349;0;1.188757;0;1.188757;0
181;10.6.2024 15:11:32:907;26.126;0;58.791;0;82.643;0;88.672;0;105.027;0;106.021;0;87.971;0;95.429;0;62.046;0;60.683;0;12.959517;0;1.18826633;0;1.18826633;0
182;10.6.2024 15:11:33:907;26.122;0;58.607;0;82.8;0;88.794;0;105.131;0;106.071;0;88.093;0;95.479;0;62.132;0;60.733;0;12.959265;0;1.18906545;0;1.18906545;0
183;10.6.2024 15:11:34:907;26.128;0;58.415;0;82.806;0;88.89;0;105.173;0;106.167;0;88.135;0;95.628;0;62.155;0;60.918;0;12.959349;0;1.1891549;0;1.1891549;0
184;10.6.2024 15:11:35:907;26.128;0;58.865;0;82.878;0;88.943;0;105.227;0;106.276;0;88.171;0;95.736;0;62.263;0;61.062;0;12.958596;0;1.19081;0;1.19081;0
185;10.6.2024 15:11:36:907;26.128;0;59.388;0;82.967;0;89.051;0;105.264;0;106.402;0;88.261;0;95.736;0;62.335;0;61.097;0;12.958763;0;1.1882914;0;1.1882914;0
186;10.6.2024 15:11:37:907;26.128;0;59.244;0;83.093;0;89.123;0;105.426;0;106.474;0;88.404;0;95.862;0;62.371;0;61.187;0;12.958931;0;1.18893756;0;1.18893756;0
187;10.6.2024 15:11:38:907;26.126;0;59.314;0;83.127;0;89.229;0;105.497;0;106.635;0;88.474;0;95.968;0;62.53;0;61.346;0;12.958763;0;1.1907774;0;1.1907774;0
188;10.6.2024 15:11:39:907;26.124;0;59.276;0;83.232;0;89.281;0;105.531;0;106.742;0;88.49;0;96.074;0;62.636;0;61.327;0;12.958847;0;1.18932375;0;1.18932375;0
189;10.6.2024 15:11:40:907;26.126;0;59.386;0;83.306;0;89.355;0;105.587;0;106.816;0;88.654;0;96.148;0;62.691;0;61.436;0;12.958512;0;1.18956867;0;1.18956867;0
190;10.6.2024 15:11:41:907;26.126;0;59.512;0;83.395;0;89.481;0;105.695;0;106.96;0;88.654;0;96.309;0;62.763;0;61.562;0;12.959433;0;1.18773302;0;1.18773302;0
191;10.6.2024 15:11:42:907;26.124;0;59.438;0;83.483;0;89.604;0;105.838;0;106.995;0;88.832;0;96.325;0;62.779;0;61.578;0;12.959517;0;1.18983198;0;1.18983198;0
192;10.6.2024 15:11:43:907;26.122;0;59.472;0;83.642;0;89.71;0;106.017;0;107.101;0;88.83;0;96.449;0;62.903;0;61.791;0;12.959349;0;1.18844521;0;1.18844521;0
193;10.6.2024 15:11:44:907;26.126;0;59.873;0;83.7;0;89.75;0;106.039;0;107.177;0;88.977;0;96.561;0;62.996;0;61.831;0;12.959349;0;1.19148123;0;1.19148123;0
194;10.6.2024 15:11:45:907;26.13;0;59.769;0;83.793;0;89.88;0;106.205;0;107.326;0;89.071;0;96.637;0;63.072;0;61.906;0;12.959014;0;1.18915908;0;1.18915908;0
195;10.6.2024 15:11:46:907;26.124;0;59.961;0;83.931;0;89.964;0;106.236;0;107.356;0;89.155;0;96.775;0;63.156;0;62.044;0;12.958596;0;1.19178299;0;1.19178299;0
196;10.6.2024 15:11:47:907;26.126;0;60.071;0;83.969;0;90.02;0;106.328;0;107.521;0;89.229;0;96.866;0;63.283;0;62.046;0;12.958847;0;1.19052746;0;1.19052746;0
197;10.6.2024 15:11:48:907;26.128;0;59.911;0;84.15;0;90.129;0;106.492;0;107.613;0;89.339;0;96.958;0;63.375;0;62.155;0;12.95868;0;1.19114519;0;1.19114519;0
198;10.6.2024 15:11:49:907;26.126;0;60.287;0;84.238;0;90.181;0;106.617;0;107.665;0;89.409;0;97.064;0;63.445;0;62.189;0;12.95868;0;1.1910173;0;1.1910173;0
199;10.6.2024 15:11:50:907;26.13;0;60.471;0;84.313;0;90.257;0;106.693;0;107.723;0;89.538;0;97.176;0;63.52;0;62.211;0;12.959014;0;1.1881936;0;1.1881936;0
200;10.6.2024 15:11:51:907;26.128;0;60.271;0;84.455;0;90.363;0;106.746;0;107.83;0;89.644;0;97.246;0;63.5;0;62.317;0;12.959098;0;1.19194934;0;1.19194934;0
201;10.6.2024 15:11:52:907;26.126;0;60.089;0;84.453;0;90.361;0;106.834;0;107.882;0;89.66;0;97.334;0;63.606;0;62.494;0;12.958931;0;1.18891416;0;1.18891416;0
202;10.6.2024 15:11:53:907;26.128;0;60.271;0;84.562;0;90.507;0;106.764;0;107.993;0;89.788;0;97.425;0;63.733;0;62.729;0;12.958931;0;1.19047145;0;1.19047145;0
203;10.6.2024 15:11:54:907;26.126;0;60.413;0;84.632;0;90.577;0;106.906;0;108.081;0;89.912;0;97.495;0;63.785;0;62.656;0;12.959014;0;1.1885171;0;1.1885171;0
204;10.6.2024 15:11:55:908;26.128;0;60.361;0;84.795;0;90.705;0;107.252;0;108.011;0;89.914;0;97.587;0;64.02;0;62.819;0;12.958847;0;1.19176042;0;1.19176042;0
205;10.6.2024 15:11:56:907;26.128;0;61.026;0;84.867;0;90.723;0;107.179;0;108.191;0;90.165;0;97.659;0;63.949;0;62.801;0;12.958847;0;1.1864081;0;1.1864081;0
206;10.6.2024 15:11:57:907;26.13;0;60.956;0;84.994;0;90.76;0;107.416;0;108.284;0;90.167;0;97.751;0;64.076;0;62.857;0;12.958931;0;1.18809413;0;1.18809413;0
207;10.6.2024 15:11:58:907;26.128;0;60.577;0;85.064;0;90.866;0;107.486;0;108.3;0;90.363;0;97.803;0;64.182;0;62.926;0;12.959265;0;1.1885497;0;1.1885497;0
208;10.6.2024 15:11:59:907;26.13;0;60.956;0;85.191;0;90.976;0;107.525;0;108.374;0;90.401;0;97.895;0;64.273;0;62.893;0;12.959349;0;1.18701832;0;1.18701832;0
209;10.6.2024 15:12:00:907;26.126;0;60.934;0;85.241;0;91.026;0;107.647;0;108.442;0;90.523;0;97.927;0;64.341;0;63.05;0;12.958763;0;1.18991056;0;1.18991056;0
210;10.6.2024 15:12:01:907;26.13;0;60.992;0;85.317;0;91.066;0;107.669;0;108.537;0;90.617;0;98.002;0;64.399;0;63.126;0;12.958931;0;1.18800552;0;1.18800552;0
211;10.6.2024 15:12:02:907;26.128;0;60.954;0;85.476;0;91.208;0;107.758;0;108.607;0;90.723;0;98.108;0;64.504;0;63.16;0;12.958931;0;1.18748392;0;1.18748392;0
212;10.6.2024 15:12:03:907;26.128;0;61.42;0;85.53;0;91.244;0;107.776;0;108.734;0;90.848;0;98.162;0;64.63;0;63.106;0;12.959098;0;1.19095628;0;1.19095628;0
213;10.6.2024 15:12:04:909;26.13;0;61.404;0;85.514;0;91.425;0;108.338;0;108.754;0;90.778;0;98.092;0;64.775;0;63.359;0;12.958931;0;1.18953941;0;1.18953941;0
214;10.6.2024 15:12:05:907;26.132;0;61.299;0;85.785;0;91.373;0;108.159;0;108.882;0;91.014;0;98.382;0;64.777;0;63.379;0;12.959098;0;1.18766782;0;1.18766782;0
215;10.6.2024 15:12:06:907;26.128;0;61.438;0;85.817;0;91.495;0;108.282;0;108.987;0;91.19;0;98.45;0;64.845;0;63.429;0;12.95868;0;1.188324;0;1.188324;0
216;10.6.2024 15:12:07:907;26.132;0;61.747;0;85.892;0;91.535;0;108.322;0;109.009;0;91.284;0;98.526;0;65.046;0;63.432;0;12.959098;0;1.18940818;0;1.18940818;0
217;10.6.2024 15:12:08:907;26.128;0;61.797;0;85.906;0;91.675;0;108.354;0;109.113;0;91.369;0;98.541;0;65.078;0;63.608;0;12.959182;0;1.18888323;0;1.18888323;0
218;10.6.2024 15:12:09:908;26.126;0;61.633;0;86.012;0;91.96;0;108.497;0;109.093;0;91.26;0;98.647;0;65.345;0;63.714;0;12.958763;0;1.18865335;0;1.18865335;0
219;10.6.2024 15:12:10:907;26.13;0;62.05;0;86.088;0;91.893;0;108.464;0;109.26;0;91.515;0;98.723;0;65.277;0;63.646;0;12.959182;0;1.19017387;0;1.19017387;0
220;10.6.2024 15:12:11:907;26.13;0;62.121;0;86.196;0;92.018;0;108.591;0;109.386;0;91.551;0;98.796;0;65.367;0;63.825;0;12.958847;0;1.19241745;0;1.19241745;0
221;10.6.2024 15:12:12:907;26.128;0;61.976;0;86.14;0;92.088;0;108.661;0;109.474;0;91.621;0;98.956;0;65.419;0;63.823;0;12.959014;0;1.18774054;0;1.18774054;0
222;10.6.2024 15:12:13:907;26.128;0;61.976;0;86.266;0;92.124;0;108.625;0;109.601;0;91.693;0;99.029;0;65.509;0;63.949;0;12.959098;0;1.18734098;0;1.18734098;0
223;10.6.2024 15:12:14:907;26.132;0;61.819;0;86.306;0;92.254;0;108.719;0;109.713;0;91.661;0;99.141;0;65.53;0;64.042;0;12.958763;0;1.1893413;0;1.1893413;0
224;10.6.2024 15:12:15:907;26.128;0;61.94;0;86.392;0;92.358;0;108.77;0;109.8;0;91.819;0;99.245;0;65.598;0;64.253;0;12.958763;0;1.18950431;0;1.18950431;0
225;10.6.2024 15:12:16:907;26.13;0;62.104;0;86.483;0;92.432;0;108.952;0;109.838;0;91.91;0;99.356;0;65.654;0;64.255;0;12.958847;0;1.19127058;0;1.19127058;0
226;10.6.2024 15:12:17:907;26.128;0;62.496;0;86.482;0;92.52;0;108.968;0;109.926;0;91.98;0;99.426;0;65.688;0;64.289;0;12.959014;0;1.18857645;0;1.18857645;0
227;10.6.2024 15:12:18:907;26.128;0;62.245;0;86.625;0;92.699;0;109.077;0;110.089;0;92.052;0;99.553;0;65.778;0;64.343;0;12.958512;0;1.18685699;0;1.18685699;0
228;10.6.2024 15:12:19:907;26.13;0;62.552;0;86.753;0;92.755;0;109.151;0;110.181;0;92.108;0;99.591;0;65.869;0;64.453;0;12.958763;0;1.18894425;0;1.18894425;0
229;10.6.2024 15:12:20:907;26.13;0;62.39;0;86.843;0;92.827;0;109.26;0;110.199;0;92.18;0;99.808;0;65.941;0;64.488;0;12.959098;0;1.18894508;0;1.18894508;0
230;10.6.2024 15:12:21:907;26.13;0;62.928;0;86.915;0;92.809;0;109.35;0;110.235;0;92.234;0;99.862;0;65.959;0;64.614;0;12.958847;0;1.18942322;0;1.18942322;0
231;10.6.2024 15:12:22:907;26.126;0;63.122;0;87.073;0;92.877;0;109.454;0;110.34;0;92.338;0;99.804;0;66.027;0;64.718;0;12.959182;0;1.18678092;0;1.18678092;0
232;10.6.2024 15:12:23:907;26.13;0;62.928;0;87.148;0;92.989;0;109.603;0;110.344;0;92.468;0;99.898;0;66.138;0;64.811;0;12.958931;0;1.18590071;0;1.18590071;0
